product_name,product_price,product_img_url,product_SKU,old_price,product_rating
Hp Pavilion 15 Intel Core I3 - 12GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10,"₦ 290,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/2152401/1.jpg?1940,HP246CL2J7XMWNAFAMZ," 320,000",5 
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ BAG,"₦ 103,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/152738/1.jpg?7519,HP246CL1GHF36NAFAMZ," 170,000",4 
"Hp 15 Intel Core I7- Touchscreen 16GB RAM-1TB HDD, 4GB NVIDIA Graphics WIN 10","₦ 580,500",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/625459/1.jpg?7046,HP246CL0R5WTVNAFAMZ," 589,000",0
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 103,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/622389/1.jpg?0004,HP246CL0B354LNAFAMZ," 160,000",5 
Lenovo Amd Dual Core Lenovo 4GB RAM DDR4-1TB HDD WIN 10,"₦ 157,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/889528/1.jpg?5800,LE842CL1AYVJSNAFAMZ," 195,000",3 
Hp Pavilion 15 11th Gen Intel Core I5 12GB 512GBSSD Touchscreen/Backlit Keyboard,"₦ 455,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/3678101/1.jpg?3598,HP246CL3A3PKYNAFAMZ," 497,000",0
BEST Macbook Soft Bag.Suitable For 11/12/13 14/15.6 Inches,"₦ 5,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/8459911/1.jpg?3236,GE779CL1VS44NNAFAMZ," 6,700",0
"Hp 15 Touchscreen Intel Celeron N4020 8GB RAM, 1TB HDD, Wins 11","₦ 192,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/0932121/1.jpg?5521,HP246CL36YNOCNAFAMZ," 200,000",0
Hp 15 Inch AMD RYZEN™ 3 - 2.6GHz - 3.5GHz - AMD Radeon Graphics 12GB RAM 1TB HDD Windows 10 + Mouse,"₦ 208,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/7593501/1.jpg?8509,HP246CL2NPMPINAFAMZ," 240,000",5 
"Multifunctional Laptop Foldable Table,Bed Side Table","₦ 7,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/5348721/1.jpg?5742,GE779FD20CWWONAFAMZ," 12,500",0
Adjustable Laptop Stand Foldable Tablet PC Notebook Stand,"₦ 7,995",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/4415201/1.jpg?6108,GE779FD2NITGWNAFAMZ," 14,500",4.5 
Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,"₦ 110,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/551796/1.jpg?8349,HP246CL0FT3HWNAFAMZ," 188,000",0
Adjustable Laptop Stand Foldable Tablet PC Notebook Stand,"₦ 9,895",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/887477/1.jpg?3388,GE779HL1DCKDXNAFAMZ," 13,995",3.5 
Hp Pavilion 15 Inch X360 Convertible - Intel Core I3 - 256GB SSD - 8GB RAM -TOUCHSCREEN,"₦ 290,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/152164/1.jpg?9432,HP246CL0DS8BONAFAMZ," 315,000",5 
"Hp 255 G8 AMD RYZEN 3,1TB HDD, 12GB RAM, Wins 10 + Free Mouse","₦ 226,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/1862711/1.jpg?8613,HP246CL2UIJRZNAFAMZ," 250,000",0
Hp Pavilion 15 Inch X360 Convertible - Intel Core I3 - 1TB HDD +128GB SSD - 8GB RAM -TOUCHSCREEN,"₦ 305,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/514077/1.jpg?3207,LE842CL0U2OWTNAFAMZ," 353,000",4.5 
Hp Notebook 15 Intel Core I3 Touchscreen 16GB RAM/1TB HDD-Win 10,"₦ 275,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/9487121/1.jpg?0583,HP246CL2GOHK8NAFAMZ," 295,000",0
Lenovo INTEL® CELERON® Lenovo Ideapad 4GB RAM DDR4 - 1TB HDD WIN 10 +USB LIGHT & 32GB Flash,"₦ 135,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/0921511/1.jpg?6388,LE842CL2C03EFNAFAMZ," 180,000",0
Asus Mini Notebook Intel Celeron 4GB RAM 500GB HDD 11.6' Wins 10 + Free Led Lamp,"₦ 132,450",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/2018021/1.jpg?0958,AS650CL3ALL3ENAFAMZ," 170,000",0
Foldable Portable Computer Stand Support Notebook Bracket,"₦ 7,290",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/530375/1.jpg?9667,GE779FD07GKHZNAFAMZ," 13,900",4.7 
Hp Pavilion 15 Intel Pentium Quad Core 8GB RAM - FingerPrint Reader- 1TB HDD Windows 10 + MOUSE,"₦ 220,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/9020811/1.jpg?6508,HP246CL1P9JR5NAFAMZ," 240,000",0
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,"₦ 100,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/1746011/1.jpg?8612,HP246CL2ZV77TNAFAMZ," 104,000",0
Hp Notebook 15 INTEL CELERON Touchscreen 8GB RAM -1TB HDD  Windows 10,"₦ 183,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/7523221/1.jpg?2483,HP246CL2591J6NAFAMZ," 220,000",0
Portable 7~15.4 Inch Laptop Stand Also For Tablet Notebook,"₦ 6,995",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/9836721/1.jpg?5450,GE779FD2XDDH4NAFAMZ," 12,950",0
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ BAG,"₦ 103,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/344838/1.jpg?3509,HP246CL0S6RIENAFAMZ," 170,000",5 
"7~15.4 Inch Laptop Stand Also For Tablet Notebook, Laptops","₦ 6,500",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/8173001/1.jpg?2644,GE779FD272QHGNAFAMZ," 10,000",4 
Portable 7~15.4 Inch Laptop Stand Also For Tablet Notebook,"₦ 6,995",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/5585521/1.jpg?8407,GE779FD2OS6ZCNAFAMZ," 30,000",0
Hp Pavilion 14 X360 11th Gen-Core-i3 512 SSD/8GB /Touchscreen,"₦ 362,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/478159/1.jpg?4013,HP246CL03UUKVNAFAMZ," 395,000",5 
Hp Pavilion 14 X360Core I3 -1TB HDD+128GB SSD - 12GB RAM- TOUCH,"₦ 310,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/735152/1.jpg?2620,HP246EL0SF4OGNAFAMZ," 395,000",4.3 
"Hp Pavilion 14'' X360 Convertible, Touch,Intel Core I3 - 12GB RAM - 256GB SSD Windows 10+ Hp MOUSE","₦ 300,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/8605221/1.jpg?0726,HP246CL397EJUNAFAMZ," 380,000",0
Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10+ 32GB Flash,"₦ 135,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/793177/1.jpg?8885,LE842CL04N195NAFAMZ," 199,000",5 
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 103,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/585077/1.jpg?8998,HP246CL01JENPNAFAMZ," 170,000",3.3 
Hp Pavilion 15 Intel Core I3 - 16GB RAM - TOUCHSCREEN -10TH GEN- 1TB HDD Windows 10,"₦ 290,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/7183401/1.jpg?1938,HP246CL34YBLWNAFAMZ," 365,000",4 
Infinix INBook X1 Pro Intel Core I3 256GB SSD 8GB RAM Backlit Keyboard Windows 10,"₦ 211,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/1170601/1.jpg?5566,IN717CL2DSXFONAFAMZ," 225,000",5 
"Lenovo Ideapad 15.6"" Intel Celeron 4GB RAM 1TB HDD Webcam Wins 10","₦ 139,200",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/3868011/1.jpg?7188,LE842CL2NHN8XNAFAMZ," 168,000",5 
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,"₦ 103,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/423997/1.jpg?9615,HP246CL067F7HNAFAMZ," 150,750",4 
"Itel Intel® Celeron™ N3350, 4GB RAM 1TB HDD 14"" Wins 10+ Headset","₦ 138,900",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/335079/1.jpg?4382,IT724CL0ZX6UFNAFAMZ," 170,000",0
Hp Pavilion 15 Intel Pentium Quad Core 8GB RAM - FingerPrint Reader- 1TB HDD Windows 10 + MOUSE,"₦ 220,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/3200221/1.jpg?9153,HP246CL39H93QNAFAMZ," 240,000",0
"Portable Macbook Laptop Stand For Tablet Notebook, Laptops","₦ 5,750",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/423477/1.jpg?3075,GE779EL0HINATNAFAMZ," 10,995",4 
Hp 15 Inch AMD RYZEN™ 3 - 2.6GHz - 3.5GHz- AMD Radeon Graphics 16GB RAM 1TB HDD Windows 10 + Mouse,"₦ 216,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/622807/1.jpg?0184,HP246CL0SY5LJNAFAMZ," 310,000",3.5 
Portable 7~15.4 Inch Laptop Stand Also For Tablet Notebook,"₦ 6,995",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/8736721/1.jpg?5470,GE779FD2HTQVCNAFAMZ," 12,950",0
"Hp 255 G8 AMD RYZEN 3,1TB HDD, 12GB RAM, Wins 10 + Free Mouse","₦ 225,400",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/0162711/1.jpg?5133,HP246CL30YO9BNAFAMZ," 245,400",0
"Asus 2021 14"" PC Intel Celeron N4020 4GB RAM-128GB SSD WIN 10 (Star Black)","₦ 158,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/830388/1.jpg?6969,AS650CL136Z1WNAFAMZ," 178,000",0
"Hp Pavilion 15 X360 11th Gen Intel Core™ I3,512 SSD, 16GB RAM Touchscreen, Wins 10 + Free Mouse","₦ 380,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/095178/1.jpg?0117,HP246CL02FRUYNAFAMZ," 430,000",0
Hp Pavilion 15 - Intel Core I5 - Touchscreen- Windows 11 Pro - 12GB RAM 1TB HDD + 32GB Flash,"₦ 350,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/5735621/1.jpg?6612,HP246CL1QUT2YNAFAMZ," 400,000",0
"Hp Pavilion 14 X360 Core I5 256SDD-16GBRAM Touch,Backlit Win 10","₦ 430,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/224857/1.jpg?4627,HP246CL1IWP5LNAFAMZ," 490,000",0
"Hp 15 11TH GEN, INTEL CORE I5, 8GB RAM, 256GB SSD, INTEL IRIS Xe, WINS 11 + Mouse","₦ 346,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/5042221/1.jpg?5803,HP246CL2FTIZINAFAMZ," 371,000",0
Hp 15 LAPTOP AMD RYZEN 3 3250U 4GB/1TB FREEDOS,"₦ 205,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/450077/1.jpg?7390,HP246CL0C6BDPNAFAMZ," 225,000",0
Lenovo Ideapad 15.6 - Intel Core I3 - 8GB RAM - 1TB HDD Windows 10 PRO + Mouse,"₦ 225,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/250898/1.jpg?3045,LE842CL0PR0LUNAFAMZ," 270,000",4 
Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,"₦ 100,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/5646011/1.jpg?8613,HP246CL2K0UT5NAFAMZ," 110,000",0
Hp 15 Inch AMD RYZEN™ 3- 2.6GHz - 3.5GHz - 8GB RAM 1TB HDD Windows 10 +Mouse,"₦ 202,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/5807601/1.jpg?1360,HP246CL39MUAGNAFAMZ," 240,000",5 
DELL Alienware M15 R5 Gaming Laptop 15.6 FHD AMD Ryzen R9 16GB 1TB SSD RTX 3070 Wins 11,"₦ 1,350,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/3776721/1.jpg?6593,DE168CL1QQLXKNAFAMZ," 1,400,000",0
"Hp Pavilion 15 11th Gen-Core-i5 16GB/1TB SSD Backlit Keys/Touch, Nvidia Graphics Mx350 Wins 11+ Mouse","₦ 545,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/884689/1.jpg?8395,HP246CL0OXQFLNAFAMZ," 565,000",0
Adjustable Computer & Laptop/ Reading Desk With Wheel,"₦ 21,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/922389/1.jpg?2245,GE779FD0IERV9NAFAMZ," 31,000",4 
"Hp 250 G8 Intel Celeron N4020, 8GB RAM, 1TB HDD, 15.6"", Wins 10+ Mouse","₦ 182,700",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/0831121/1.jpg?4549,HP246CL261KDKNAFAMZ," 201,000",0
Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10 PRO + 32GB Flash,"₦ 135,999",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/344307/1.jpg?3207,LE842CL007DO3NAFAMZ," 172,000",0
"Msi Pulse Gaming Laptop 15.6"" 8gb RAM 512GB SSD I5 11th Gen RTX 3050 GPU Wins 10","₦ 550,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/9902201/1.jpg?2847,MS858CL2HAT70NAFAMZ," 600,000",0
"Hp 15 Touchscreen, Intel Celeron N4020 8GB RAM 1TB HDD, Wins 11","₦ 192,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/4521121/1.jpg?3927,HP246CL3180K0NAFAMZ," 205,000",0
"Hp 250 G8 Intel Celeron N4020, 8GB RAM, 1TB HDD, 15.6"", Wins 10+ Headset","₦ 183,650",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/6931121/1.jpg?6407,HP246CL2H4FY0NAFAMZ," 200,000",0
Lenovo IDEAPAD V14 -10TH GEN - INTEL CORE I3 - 8GB RAM- 1TB HDD- WINDOWS 10 Pro + Mouse,"₦ 235,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/9607501/1.jpg?3558,LE842CL1SVENINAFAMZ," 260,000",5 
Hp 15.6 Inch Laptop Intel Core I5 8GB RAM 256GB SSD Windows 11,"₦ 364,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/9687411/1.jpg?4483,HP246CL2YJX5XNAFAMZ," 399,000",0
Biometric Fingerprint Scanner,"₦ 22,677",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/8174721/1.jpg?7887,GE779EL2D12O0NAFAMZ," 24,000",0
"Hp 15 11TH GEN, INTEL CORE I5, 12GB RAM, 256GB SSD, INTEL IRIS Xe, WINS 11 + Headset","₦ 357,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/8831421/1.jpg?4669,HP246CL1O29XINAFAMZ," 385,000",0
Hp 15 Inch AMD RYZEN™ 3- 2.6GHz - 3.5GHz - AMD Radeon Graphics 12GB RAM 1TB HDD Windows 10 + Mouse,"₦ 208,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/7693501/1.jpg?8572,HP246CL1QDKJQNAFAMZ," 240,000",4.5 
Lenovo ThinkPad X1 Carbon Gen 9:11th Gen Intel Core I5-16GB Ram-256gb SSD,"₦ 696,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/2836521/1.jpg?9889,LE842CL2PT62SNAFAMZ," 730,000",0
Hp 15 Inch AMD RYZEN™ 3 - 2.6GHz - 3.5GHz -AMD Radeon Graphics 12GB RAM 1TB HDD Windows 10 +Mouse,"₦ 207,000",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/4137601/1.jpg?5328,HP246CL3A4P1CNAFAMZ," 238,000",0
